epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,286.301,1.47199,1.58574,1.47985,0.36221,0.66153,0.56997,0.29946,1.6026,1.41357,1.55707,0.000997345,0.000997345,0.000997345
33,295.483,1.46679,1.58085,1.47254,0.40088,0.74772,0.59089,0.31546,1.64666,1.25909,1.58539,0.000993678,0.000993678,0.000993678
34,304.69,1.467,1.60443,1.47874,0.34478,0.79352,0.54152,0.30703,1.44359,1.2939,1.43211,0.000990012,0.000990012,0.000990012
35,313.79,1.45978,1.62245,1.46681,0.33633,0.80604,0.54234,0.27597,1.5912,1.33216,1.5204,0.000986346,0.000986346,0.000986346
36,323.065,1.43354,1.55465,1.44621,0.3313,0.84383,0.55885,0.31254,1.52225,1.26503,1.48871,0.000982679,0.000982679,0.000982679
37,332.421,1.45189,1.53099,1.46535,0.35236,0.77333,0.5633,0.29905,1.59725,1.24081,1.52842,0.000979013,0.000979013,0.000979013
38,340.052,1.4196,1.51873,1.43286,0.37468,0.81329,0.59201,0.31349,1.57557,1.23788,1.52438,0.000975347,0.000975347,0.000975347
39,347.394,1.43474,1.47664,1.46592,0.42953,0.70836,0.61114,0.31937,1.58983,1.28497,1.58152,0.000971681,0.000971681,0.000971681
40,354.784,1.41583,1.43605,1.46376,0.38806,0.75128,0.57478,0.30069,1.57351,1.21683,1.52909,0.000968014,0.000968014,0.000968014
41,362.173,1.44458,1.53671,1.45586,0.39702,0.7573,0.54686,0.29852,1.5109,1.23316,1.49007,0.000964348,0.000964348,0.000964348
42,369.559,1.44569,1.46144,1.45097,0.41817,0.73794,0.63661,0.34136,1.51561,1.24457,1.47904,0.000960682,0.000960682,0.000960682
43,376.927,1.42644,1.45874,1.44477,0.45015,0.67681,0.55338,0.3006,1.53584,1.37699,1.51677,0.000957015,0.000957015,0.000957015
44,384.306,1.44217,1.42925,1.45097,0.40458,0.72959,0.53365,0.27673,1.6007,1.22655,1.53448,0.000953349,0.000953349,0.000953349
45,391.649,1.41945,1.45376,1.45704,0.43173,0.74435,0.56664,0.30394,1.53688,1.18056,1.4911,0.000949683,0.000949683,0.000949683
46,399,1.40192,1.38922,1.45198,0.50856,0.55301,0.60167,0.33225,1.52835,1.1557,1.51208,0.000946016,0.000946016,0.000946016
47,406.373,1.40256,1.44217,1.44202,0.35569,0.73706,0.56208,0.30511,1.52566,1.23512,1.51002,0.00094235,0.00094235,0.00094235
48,413.755,1.41408,1.37372,1.45781,0.43301,0.83377,0.56902,0.3017,1.54388,1.18762,1.51573,0.000938684,0.000938684,0.000938684
49,421.144,1.42849,1.47553,1.46183,0.37697,0.72838,0.53047,0.2848,1.58198,1.35638,1.56881,0.000935018,0.000935018,0.000935018
50,428.584,1.44163,1.45046,1.4721,0.44021,0.77662,0.59149,0.32379,1.50919,1.24625,1.48485,0.000931351,0.000931351,0.000931351
51,435.918,1.41654,1.42763,1.46695,0.44866,0.7203,0.57587,0.32182,1.50683,1.19766,1.49447,0.000927685,0.000927685,0.000927685
52,443.364,1.41442,1.36465,1.45595,0.44004,0.69278,0.57515,0.31986,1.53364,1.21588,1.52031,0.000924019,0.000924019,0.000924019
53,450.726,1.41301,1.46676,1.4742,0.41786,0.77334,0.57147,0.32959,1.48817,1.19304,1.47187,0.000920352,0.000920352,0.000920352
54,458.07,1.37997,1.36455,1.42168,0.38446,0.68964,0.59559,0.33877,1.50459,1.17781,1.51359,0.000916686,0.000916686,0.000916686
55,465.42,1.39119,1.34562,1.43052,0.38154,0.63563,0.53814,0.29311,1.58284,1.28873,1.56623,0.00091302,0.00091302,0.00091302
56,472.721,1.39861,1.34082,1.44052,0.46691,0.75857,0.60677,0.33731,1.51112,1.12714,1.51125,0.000909353,0.000909353,0.000909353
57,480.107,1.39597,1.40162,1.45366,0.5067,0.72516,0.6146,0.34655,1.51074,1.13088,1.51175,0.000905687,0.000905687,0.000905687
58,487.453,1.36023,1.33304,1.41013,0.41089,0.68431,0.59244,0.33307,1.52814,1.23911,1.51108,0.000902021,0.000902021,0.000902021
59,494.836,1.3845,1.35111,1.43258,0.45614,0.7401,0.63519,0.35374,1.51278,1.17114,1.51993,0.000898355,0.000898355,0.000898355
60,502.175,1.38353,1.35207,1.42945,0.5236,0.70275,0.63344,0.34118,1.56733,1.15446,1.53728,0.000894688,0.000894688,0.000894688
61,509.631,1.35486,1.27864,1.41829,0.49263,0.73694,0.61584,0.34203,1.51769,1.10524,1.48413,0.000891022,0.000891022,0.000891022
62,517.021,1.35179,1.28288,1.40834,0.56799,0.66951,0.68484,0.38449,1.50032,1.04264,1.4874,0.000887356,0.000887356,0.000887356
63,524.417,1.35094,1.30679,1.43283,0.46465,0.72641,0.61033,0.31462,1.63321,1.20005,1.60556,0.000883689,0.000883689,0.000883689
64,531.756,1.34036,1.29276,1.40781,0.46357,0.87863,0.57679,0.31724,1.55755,1.1319,1.53936,0.000880023,0.000880023,0.000880023
65,539.148,1.35882,1.29796,1.42155,0.4499,0.70453,0.55698,0.31698,1.50027,1.23358,1.47986,0.000876357,0.000876357,0.000876357
66,546.481,1.35889,1.31661,1.41639,0.47494,0.77812,0.67747,0.38265,1.51888,1.07223,1.50008,0.000872691,0.000872691,0.000872691
67,553.833,1.38093,1.2673,1.41856,0.47857,0.85949,0.6065,0.34167,1.5279,1.12762,1.50468,0.000869024,0.000869024,0.000869024
68,561.201,1.4,1.26594,1.45071,0.46345,0.6584,0.59507,0.3148,1.63033,1.15124,1.56647,0.000865358,0.000865358,0.000865358
69,568.61,1.38056,1.26432,1.43926,0.66567,0.59056,0.65478,0.37093,1.51989,1.05456,1.50095,0.000861692,0.000861692,0.000861692
70,576.308,1.33986,1.20151,1.40516,0.42306,0.71845,0.60087,0.33706,1.52498,1.12916,1.52982,0.000858025,0.000858025,0.000858025
71,583.72,1.38303,1.27046,1.44152,0.42602,0.82518,0.60495,0.33027,1.56826,1.10966,1.54366,0.000854359,0.000854359,0.000854359
72,591.08,1.3205,1.23655,1.38652,0.46407,0.67703,0.66541,0.37711,1.52682,1.02772,1.49678,0.000850693,0.000850693,0.000850693
73,598.45,1.33905,1.21423,1.41891,0.46173,0.87456,0.6462,0.36879,1.52444,1.02086,1.51653,0.000847026,0.000847026,0.000847026
74,605.904,1.3775,1.26212,1.43532,0.5155,0.63772,0.65191,0.34638,1.62241,1.13229,1.58133,0.00084336,0.00084336,0.00084336
75,613.256,1.394,1.26079,1.45989,0.4932,0.70295,0.681,0.36809,1.5598,1.01854,1.55482,0.000839694,0.000839694,0.000839694
76,620.657,1.34014,1.19436,1.41447,0.45848,0.73906,0.62444,0.34011,1.544,1.05666,1.52688,0.000836027,0.000836027,0.000836027
77,628.092,1.37181,1.20718,1.4395,0.50441,0.77946,0.64144,0.33721,1.60659,1.0467,1.56248,0.000832361,0.000832361,0.000832361
78,636.108,1.2786,1.19257,1.39354,0.54175,0.58383,0.61714,0.34562,1.54778,1.17819,1.53817,0.000828695,0.000828695,0.000828695
79,643.798,1.33831,1.17661,1.40699,0.54957,0.63253,0.63485,0.34937,1.55138,1.01479,1.54927,0.000825029,0.000825029,0.000825029
80,651.272,1.30958,1.20482,1.39766,0.49118,0.80278,0.62141,0.35128,1.55357,1.04794,1.5141,0.000821362,0.000821362,0.000821362
81,658.937,1.32029,1.18414,1.40552,0.47705,0.81235,0.61692,0.34297,1.56876,1.11239,1.53611,0.000817696,0.000817696,0.000817696
82,667.389,1.31818,1.15736,1.41261,0.49976,0.63859,0.61743,0.32937,1.53559,1.08771,1.52636,0.00081403,0.00081403,0.00081403
83,676.87,1.31417,1.19853,1.39699,0.46391,0.81747,0.61849,0.32848,1.54137,1.06268,1.53101,0.000810363,0.000810363,0.000810363
84,686.301,1.32141,1.1853,1.41692,0.50606,0.84624,0.64915,0.35286,1.53375,1.09796,1.51289,0.000806697,0.000806697,0.000806697
85,695.588,1.32772,1.22695,1.39762,0.52128,0.79801,0.63804,0.34378,1.6253,1.07667,1.58457,0.000803031,0.000803031,0.000803031
86,704.558,1.33176,1.21668,1.41761,0.47566,0.70069,0.56809,0.30443,1.55273,1.15432,1.52483,0.000799365,0.000799365,0.000799365
87,713.649,1.32055,1.18963,1.40337,0.43257,0.75132,0.58897,0.30998,1.56192,1.28467,1.53543,0.000795698,0.000795698,0.000795698
88,723.168,1.26793,1.17539,1.38281,0.50733,0.72937,0.64367,0.34694,1.58728,1.05282,1.55291,0.000792032,0.000792032,0.000792032
89,732.335,1.27634,1.19456,1.37472,0.55131,0.61413,0.63492,0.33648,1.59318,1.13853,1.55529,0.000788366,0.000788366,0.000788366
90,741.751,1.29294,1.1072,1.39575,0.6014,0.69204,0.67636,0.37253,1.55669,1.03534,1.58073,0.000784699,0.000784699,0.000784699
91,751.049,1.30137,1.14208,1.40767,0.52203,0.64421,0.60417,0.33939,1.51695,1.11161,1.56164,0.000781033,0.000781033,0.000781033
92,760.308,1.32288,1.19504,1.41025,0.49187,0.76682,0.62698,0.33994,1.52542,1.11639,1.54083,0.000777367,0.000777367,0.000777367
93,769.837,1.3138,1.13616,1.41617,0.45342,0.79858,0.649,0.34001,1.61141,1.11783,1.62326,0.0007737,0.0007737,0.0007737
94,779.203,1.28818,1.15128,1.39852,0.52342,0.73747,0.6436,0.33798,1.60131,1.03715,1.62937,0.000770034,0.000770034,0.000770034
95,788.725,1.33787,1.21003,1.42278,0.46001,0.69064,0.60021,0.32885,1.60853,1.17226,1.58561,0.000766368,0.000766368,0.000766368
96,798.137,1.32291,1.15352,1.40717,0.54042,0.72018,0.66222,0.35795,1.54082,1.04093,1.52887,0.000762702,0.000762702,0.000762702
97,807.704,1.28494,1.12755,1.39493,0.50923,0.70028,0.61568,0.34395,1.55896,1.08395,1.53924,0.000759035,0.000759035,0.000759035
98,817.086,1.31664,1.15312,1.41042,0.53803,0.63396,0.59636,0.31495,1.6205,1.18757,1.64828,0.000755369,0.000755369,0.000755369
99,826.353,1.25275,1.11318,1.37365,0.46999,0.71942,0.60773,0.35356,1.49481,1.11505,1.5173,0.000751703,0.000751703,0.000751703
100,835.789,1.28103,1.08093,1.38917,0.5708,0.60449,0.6105,0.32549,1.57073,1.06177,1.53724,0.000748036,0.000748036,0.000748036
101,845.223,1.24373,1.05471,1.35687,0.47242,0.69408,0.58727,0.32542,1.57974,1.16214,1.54227,0.00074437,0.00074437,0.00074437
102,854.685,1.30495,1.10802,1.39933,0.48288,0.73257,0.61095,0.34023,1.55983,1.05474,1.54981,0.000740704,0.000740704,0.000740704
103,863.955,1.2863,1.15734,1.38448,0.49823,0.76621,0.61603,0.32622,1.58731,1.06881,1.56825,0.000737037,0.000737037,0.000737037
104,873.412,1.26713,1.09356,1.37566,0.55309,0.67207,0.62553,0.34116,1.59461,1.073,1.61156,0.000733371,0.000733371,0.000733371
105,882.935,1.26682,1.0886,1.37871,0.5007,0.7107,0.61484,0.32718,1.63803,1.06867,1.66345,0.000729705,0.000729705,0.000729705
106,892.176,1.28943,1.11765,1.37102,0.44695,0.80138,0.58223,0.32037,1.52967,1.1047,1.54936,0.000726038,0.000726038,0.000726038
107,901.517,1.27079,1.1617,1.37872,0.48371,0.84228,0.63562,0.34356,1.6067,1.15979,1.5922,0.000722372,0.000722372,0.000722372
108,911.104,1.28868,1.1455,1.39241,0.48517,0.82256,0.59399,0.32406,1.53265,1.11168,1.53485,0.000718706,0.000718706,0.000718706
109,920.264,1.2434,1.08993,1.37465,0.46977,0.87328,0.6261,0.35016,1.51762,1.10222,1.5419,0.00071504,0.00071504,0.00071504
110,929.566,1.21898,1.0976,1.34752,0.57977,0.683,0.65589,0.35402,1.57746,1.08026,1.57015,0.000711373,0.000711373,0.000711373
111,938.956,1.25049,1.07605,1.37233,0.6485,0.65103,0.63506,0.3564,1.58836,1.12145,1.5871,0.000707707,0.000707707,0.000707707
112,948.395,1.28213,1.08884,1.38828,0.58483,0.7289,0.62922,0.36311,1.50365,1.0683,1.50964,0.000704041,0.000704041,0.000704041
