epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,332.745,1.45259,1.75626,1.50073,0.42921,0.74734,0.53649,0.28562,1.5117,1.35292,1.50152,0.00102668,0.00102668,0.00102668
25,345.235,1.44081,1.73923,1.48844,0.44142,0.63346,0.5979,0.30469,1.57397,1.33786,1.56177,0.00102301,0.00102301,0.00102301
26,357.518,1.44097,1.7342,1.48972,0.50677,0.71119,0.61853,0.33582,1.5382,1.30151,1.54841,0.00101934,0.00101934,0.00101934
27,370.438,1.43834,1.64839,1.48897,0.49778,0.65124,0.6235,0.31874,1.57816,1.33891,1.54397,0.00101568,0.00101568,0.00101568
28,383.395,1.44327,1.66521,1.52074,0.50424,0.67637,0.61626,0.3339,1.51388,1.30114,1.55172,0.00101201,0.00101201,0.00101201
29,395.87,1.42017,1.67455,1.5049,0.42338,0.76825,0.51516,0.26445,1.52436,1.4001,1.59636,0.00100834,0.00100834,0.00100834
30,408.346,1.43475,1.65182,1.49537,0.56908,0.5862,0.61725,0.32755,1.50847,1.38485,1.52947,0.00100468,0.00100468,0.00100468
31,420.864,1.39314,1.61738,1.47749,0.48322,0.63495,0.58821,0.30745,1.5823,1.26278,1.57991,0.00100101,0.00100101,0.00100101
32,433.633,1.41474,1.6005,1.48684,0.51952,0.59409,0.60117,0.30934,1.53892,1.29745,1.59282,0.000997345,0.000997345,0.000997345
33,446.001,1.3975,1.5643,1.47223,0.47183,0.48909,0.5277,0.2866,1.54439,1.34624,1.58437,0.000993678,0.000993678,0.000993678
34,458.392,1.44047,1.58497,1.5093,0.4557,0.7259,0.55218,0.30172,1.55305,1.31422,1.56611,0.000990012,0.000990012,0.000990012
35,470.674,1.39503,1.55778,1.49393,0.49846,0.58887,0.5806,0.31153,1.56042,1.31045,1.62412,0.000986346,0.000986346,0.000986346
36,483.208,1.37733,1.52062,1.48173,0.54822,0.69704,0.633,0.33121,1.57396,1.19336,1.58564,0.000982679,0.000982679,0.000982679
37,496.019,1.37352,1.5166,1.47654,0.45024,0.6756,0.58352,0.31046,1.56495,1.24552,1.55923,0.000979013,0.000979013,0.000979013
38,508.828,1.40322,1.49802,1.4905,0.45493,0.80337,0.61941,0.35179,1.54422,1.36795,1.57497,0.000975347,0.000975347,0.000975347
39,521.459,1.38362,1.54517,1.46327,0.4239,0.73069,0.53394,0.28987,1.58118,1.84279,1.66474,0.000971681,0.000971681,0.000971681
40,534.28,1.39238,1.53449,1.4635,0.51562,0.70679,0.64226,0.35179,1.57989,1.24761,1.5915,0.000968014,0.000968014,0.000968014
41,547.077,1.36044,1.4501,1.43566,0.53372,0.62201,0.60936,0.33442,1.56328,1.25509,1.56214,0.000964348,0.000964348,0.000964348
42,559.563,1.36187,1.52257,1.47129,0.40458,0.71633,0.56507,0.31795,1.54269,1.28458,1.60543,0.000960682,0.000960682,0.000960682
43,571.89,1.35639,1.48552,1.46181,0.45015,0.67126,0.59083,0.33149,1.48866,1.27781,1.5216,0.000957015,0.000957015,0.000957015
44,584.664,1.36455,1.48431,1.45263,0.58728,0.72179,0.68959,0.38196,1.53502,1.16008,1.58483,0.000953349,0.000953349,0.000953349
45,597.337,1.37942,1.45859,1.47145,0.53686,0.6645,0.62377,0.33177,1.59876,1.23381,1.58673,0.000949683,0.000949683,0.000949683
46,609.689,1.35106,1.41015,1.44048,0.50113,0.69457,0.66223,0.35932,1.53297,1.28324,1.57934,0.000946016,0.000946016,0.000946016
47,622.161,1.35352,1.33784,1.4492,0.51861,0.66448,0.60239,0.32414,1.56112,1.15653,1.55476,0.00094235,0.00094235,0.00094235
48,634.688,1.34564,1.36233,1.4346,0.51207,0.80785,0.59559,0.3192,1.60191,1.20142,1.61865,0.000938684,0.000938684,0.000938684
49,647.587,1.34603,1.33426,1.44535,0.48405,0.71459,0.57903,0.31399,1.57287,1.19964,1.58126,0.000935018,0.000935018,0.000935018
50,660.2,1.32538,1.38733,1.42575,0.51656,0.69151,0.62097,0.34426,1.58886,1.18658,1.59268,0.000931351,0.000931351,0.000931351
51,672.983,1.35044,1.40993,1.44692,0.51801,0.5553,0.60266,0.3164,1.67263,1.28398,1.68323,0.000927685,0.000927685,0.000927685
52,685.578,1.33185,1.30873,1.42428,0.46604,0.70361,0.61191,0.32464,1.62895,1.25512,1.60308,0.000924019,0.000924019,0.000924019
53,698.468,1.34874,1.32005,1.43319,0.59374,0.62826,0.62846,0.34009,1.56377,1.26369,1.567,0.000920352,0.000920352,0.000920352
54,711.232,1.32339,1.34693,1.44812,0.52951,0.66469,0.6562,0.36222,1.5827,1.25004,1.59193,0.000916686,0.000916686,0.000916686
55,723.792,1.2978,1.29423,1.39948,0.60893,0.67865,0.7199,0.38029,1.59322,1.0913,1.60486,0.00091302,0.00091302,0.00091302
56,736.654,1.30788,1.28937,1.41995,0.55119,0.78993,0.6648,0.35659,1.56418,1.25921,1.59771,0.000909353,0.000909353,0.000909353
57,749.614,1.29696,1.2826,1.41104,0.50228,0.75713,0.70901,0.39943,1.58213,1.12923,1.64671,0.000905687,0.000905687,0.000905687
58,762.679,1.27164,1.27744,1.40245,0.56288,0.66504,0.67701,0.3656,1.59115,1.09675,1.64661,0.000902021,0.000902021,0.000902021
59,775.619,1.32242,1.28977,1.4329,0.53145,0.6736,0.63478,0.36739,1.54522,1.15435,1.58113,0.000898355,0.000898355,0.000898355
60,788.895,1.30972,1.28848,1.43741,0.57682,0.59719,0.61808,0.34621,1.55076,1.25346,1.57506,0.000894688,0.000894688,0.000894688
61,801.85,1.28289,1.23488,1.42354,0.62706,0.75355,0.7065,0.37741,1.62391,1.11118,1.64655,0.000891022,0.000891022,0.000891022
62,814.631,1.29088,1.2672,1.42324,0.58408,0.75814,0.69321,0.38971,1.57785,1.16928,1.61407,0.000887356,0.000887356,0.000887356
63,827.451,1.29442,1.26308,1.40843,0.55252,0.57246,0.61726,0.3355,1.55563,1.15933,1.5644,0.000883689,0.000883689,0.000883689
64,840.323,1.31118,1.27742,1.42202,0.53028,0.74211,0.64153,0.36397,1.57539,1.08588,1.58263,0.000880023,0.000880023,0.000880023
65,852.951,1.29322,1.24171,1.42795,0.52535,0.72199,0.64327,0.35358,1.63225,1.12326,1.64563,0.000876357,0.000876357,0.000876357
66,865.807,1.29084,1.25603,1.41314,0.54108,0.74343,0.66207,0.37884,1.51865,1.12233,1.60657,0.000872691,0.000872691,0.000872691
67,878.593,1.25577,1.20209,1.39392,0.58107,0.63715,0.66232,0.36635,1.63359,1.11612,1.6459,0.000869024,0.000869024,0.000869024
68,891.633,1.25659,1.19785,1.38418,0.48927,0.73888,0.63565,0.3385,1.62451,1.17817,1.64509,0.000865358,0.000865358,0.000865358
69,904.335,1.24132,1.1481,1.37104,0.50561,0.73921,0.64684,0.35314,1.63443,1.1766,1.6626,0.000861692,0.000861692,0.000861692
70,917.424,1.26877,1.2087,1.3918,0.6026,0.58325,0.6359,0.34339,1.64193,1.15554,1.62429,0.000858025,0.000858025,0.000858025
71,930.129,1.25881,1.18429,1.38784,0.46481,0.82042,0.60305,0.31234,1.64211,1.16115,1.62708,0.000854359,0.000854359,0.000854359
72,943.017,1.2559,1.14462,1.38115,0.52128,0.74706,0.66129,0.34838,1.61942,1.10833,1.61093,0.000850693,0.000850693,0.000850693
73,955.828,1.23466,1.15405,1.37233,0.5761,0.67083,0.61176,0.34033,1.55586,1.14523,1.56839,0.000847026,0.000847026,0.000847026
74,968.377,1.27261,1.20668,1.39036,0.62203,0.71545,0.66517,0.37576,1.54212,1.14111,1.58648,0.00084336,0.00084336,0.00084336
75,980.903,1.25761,1.14798,1.3873,0.70815,0.60927,0.6977,0.39454,1.58445,1.08665,1.62809,0.000839694,0.000839694,0.000839694
76,993.244,1.2484,1.15073,1.39719,0.64778,0.58775,0.65191,0.34697,1.59972,1.21182,1.60173,0.000836027,0.000836027,0.000836027
77,1005.79,1.22413,1.14139,1.36056,0.71089,0.6182,0.66544,0.37384,1.56921,1.15779,1.58259,0.000832361,0.000832361,0.000832361
78,1018.55,1.21596,1.12639,1.35803,0.54108,0.73664,0.62866,0.32764,1.65422,1.12522,1.67339,0.000828695,0.000828695,0.000828695
79,1031.11,1.22594,1.09865,1.36958,0.64383,0.5705,0.66894,0.37089,1.59768,1.16143,1.61871,0.000825029,0.000825029,0.000825029
80,1043.56,1.25543,1.1698,1.37919,0.58646,0.76414,0.70067,0.39161,1.57935,1.08905,1.59201,0.000821362,0.000821362,0.000821362
81,1056.06,1.18913,1.08624,1.33988,0.68298,0.65694,0.71043,0.39614,1.56938,1.06761,1.5815,0.000817696,0.000817696,0.000817696
82,1068.42,1.19885,1.07136,1.35036,0.62393,0.7422,0.71516,0.38604,1.6223,1.13097,1.64353,0.00081403,0.00081403,0.00081403
83,1080.76,1.18244,1.09047,1.33796,0.52826,0.71188,0.65801,0.35898,1.65564,1.14384,1.66163,0.000810363,0.000810363,0.000810363
84,1093.24,1.21911,1.07986,1.3484,0.57962,0.68001,0.68364,0.3877,1.58233,1.13457,1.57034,0.000806697,0.000806697,0.000806697
85,1105.56,1.19077,1.0551,1.32841,0.58691,0.75953,0.67313,0.37022,1.59052,1.06058,1.60298,0.000803031,0.000803031,0.000803031
86,1118.11,1.18201,1.05377,1.3275,0.65968,0.70189,0.72482,0.40151,1.59607,1.01438,1.59755,0.000799365,0.000799365,0.000799365
87,1130.8,1.17464,1.02144,1.32151,0.69799,0.69794,0.73616,0.40451,1.63869,1.0561,1.64515,0.000795698,0.000795698,0.000795698
88,1143.61,1.20484,1.06001,1.35234,0.55821,0.72336,0.66247,0.34952,1.65578,1.12607,1.65414,0.000792032,0.000792032,0.000792032
89,1156.16,1.18386,1.09649,1.33814,0.56939,0.67829,0.64089,0.33355,1.65138,1.17174,1.65837,0.000788366,0.000788366,0.000788366
90,1168.87,1.22346,1.08273,1.37178,0.67602,0.63043,0.71568,0.39159,1.58957,1.05406,1.62115,0.000784699,0.000784699,0.000784699
91,1181.53,1.18627,1.05298,1.34415,0.56862,0.57617,0.61458,0.33652,1.59964,1.14695,1.6046,0.000781033,0.000781033,0.000781033
92,1194.05,1.20371,1.03864,1.34521,0.64631,0.59817,0.68588,0.37347,1.62884,1.04129,1.64258,0.000777367,0.000777367,0.000777367
93,1206.82,1.19105,1.03115,1.34515,0.55715,0.84698,0.69135,0.38394,1.66718,1.13016,1.66691,0.0007737,0.0007737,0.0007737
94,1219.2,1.17651,1.03672,1.32164,0.70817,0.52875,0.68111,0.36895,1.61944,1.11222,1.60947,0.000770034,0.000770034,0.000770034
95,1231.98,1.14402,0.99431,1.30386,0.69973,0.64542,0.68822,0.37019,1.62008,1.03787,1.63958,0.000766368,0.000766368,0.000766368
96,1244.38,1.1718,0.99566,1.31378,0.56202,0.67874,0.68798,0.37656,1.58681,1.05659,1.58293,0.000762702,0.000762702,0.000762702
97,1256.78,1.14455,1.01199,1.30724,0.58182,0.69143,0.70415,0.38156,1.61265,1.05392,1.6464,0.000759035,0.000759035,0.000759035
98,1269.24,1.16837,1.02859,1.33418,0.5008,0.74431,0.64076,0.34834,1.66581,1.17656,1.64493,0.000755369,0.000755369,0.000755369
99,1281.83,1.17172,1.00338,1.31897,0.65311,0.69644,0.71091,0.38523,1.62376,1.0495,1.65344,0.000751703,0.000751703,0.000751703
100,1294.41,1.13444,0.97617,1.3065,0.62812,0.76428,0.7402,0.40949,1.59906,0.97368,1.64326,0.000748036,0.000748036,0.000748036
101,1306.97,1.18299,1.02594,1.33107,0.63146,0.61552,0.68884,0.38729,1.60238,1.03717,1.61983,0.00074437,0.00074437,0.00074437
102,1319.51,1.15988,0.97586,1.31209,0.64016,0.6855,0.71685,0.40965,1.6017,1.06811,1.59873,0.000740704,0.000740704,0.000740704
103,1332.46,1.13513,0.98683,1.30074,0.68448,0.76583,0.76283,0.42036,1.65046,0.98342,1.65627,0.000737037,0.000737037,0.000737037
104,1345.45,1.1383,0.96215,1.30095,0.78121,0.71867,0.79266,0.45225,1.58432,0.92167,1.60848,0.000733371,0.000733371,0.000733371
105,1358.09,1.1495,0.9748,1.31296,0.59639,0.69306,0.69091,0.37192,1.63137,1.07521,1.65411,0.000729705,0.000729705,0.000729705
106,1370.78,1.13271,0.96416,1.31094,0.66227,0.7534,0.74224,0.3901,1.69285,0.98829,1.69601,0.000726038,0.000726038,0.000726038
107,1383.31,1.15733,0.99981,1.31966,0.62725,0.79312,0.73436,0.3852,1.6904,1.0695,1.71577,0.000722372,0.000722372,0.000722372
108,1395.87,1.11021,0.98932,1.28524,0.58204,0.79512,0.70778,0.39262,1.58273,1.04436,1.61006,0.000718706,0.000718706,0.000718706
109,1408.8,1.10699,0.89982,1.27801,0.61313,0.58827,0.63249,0.35706,1.61542,1.11462,1.62489,0.00071504,0.00071504,0.00071504
110,1421.52,1.11847,0.97106,1.30201,0.74856,0.60759,0.73184,0.39758,1.63846,0.98644,1.63885,0.000711373,0.000711373,0.000711373
111,1434.6,1.12422,0.93543,1.30335,0.65553,0.67526,0.69491,0.38405,1.61366,1.02341,1.634,0.000707707,0.000707707,0.000707707
112,1447.47,1.09836,0.92917,1.2739,0.63353,0.72668,0.71852,0.38503,1.68174,1.00663,1.64859,0.000704041,0.000704041,0.000704041
113,1460.6,1.10476,0.89752,1.2854,0.58579,0.74306,0.6827,0.36382,1.62664,1.06427,1.65635,0.000700374,0.000700374,0.000700374
114,1473.78,1.10612,0.92531,1.28713,0.60585,0.65126,0.69246,0.37332,1.684,1.15719,1.71905,0.000696708,0.000696708,0.000696708
115,1486.59,1.14577,0.9417,1.32107,0.63547,0.70776,0.72346,0.38031,1.65952,1.08501,1.71363,0.000693042,0.000693042,0.000693042
116,1499.19,1.12976,0.9243,1.31139,0.53917,0.77679,0.70701,0.38182,1.62754,0.99959,1.65015,0.000689376,0.000689376,0.000689376
117,1512.03,1.06373,0.89617,1.2654,0.57587,0.77161,0.73545,0.40069,1.65872,1.06829,1.69072,0.000685709,0.000685709,0.000685709
118,1524.58,1.0701,0.89441,1.25929,0.6464,0.65058,0.67372,0.37427,1.64727,1.0778,1.66048,0.000682043,0.000682043,0.000682043
119,1537.63,1.0857,0.93629,1.27088,0.62218,0.62374,0.70594,0.38122,1.60768,1.01022,1.65824,0.000678377,0.000678377,0.000678377
120,1550.39,1.06219,0.87695,1.25349,0.55692,0.71405,0.7159,0.38252,1.64093,1.00679,1.67495,0.00067471,0.00067471,0.00067471
121,1562.88,1.08326,0.88239,1.26485,0.62181,0.67656,0.71777,0.37268,1.63296,1.02385,1.68609,0.000671044,0.000671044,0.000671044
122,1575.5,1.05802,0.89531,1.26433,0.53498,0.76751,0.70303,0.3726,1.68134,1.04872,1.70821,0.000667378,0.000667378,0.000667378
123,1588.3,1.0798,0.85712,1.26714,0.61594,0.72458,0.65964,0.35012,1.682,1.03242,1.72452,0.000663711,0.000663711,0.000663711
124,1601.07,1.06904,0.87958,1.26633,0.613,0.72845,0.70023,0.36707,1.68876,1.04991,1.73473,0.000660045,0.000660045,0.000660045
125,1613.56,1.0672,0.90424,1.26357,0.5968,0.73302,0.68887,0.37244,1.67563,1.0243,1.68935,0.000656379,0.000656379,0.000656379
126,1626.06,1.05216,0.87306,1.2485,0.55407,0.77222,0.6532,0.35818,1.6535,1.13053,1.70179,0.000652712,0.000652712,0.000652712
127,1638.49,1.06854,0.88164,1.26015,0.67426,0.66718,0.70053,0.38154,1.64777,1.03657,1.68474,0.000649046,0.000649046,0.000649046
128,1651.17,1.04114,0.88738,1.24052,0.75489,0.62026,0.73671,0.39805,1.69231,1.01722,1.67849,0.00064538,0.00064538,0.00064538
129,1663.93,1.06981,0.89434,1.25456,0.49676,0.7134,0.66363,0.36882,1.60468,1.07308,1.64901,0.000641714,0.000641714,0.000641714
130,1676.45,1.05736,0.8909,1.25248,0.6003,0.66168,0.66652,0.36355,1.66131,1.08417,1.6814,0.000638047,0.000638047,0.000638047
131,1689.05,1.06515,0.865,1.25759,0.72512,0.71587,0.73743,0.38765,1.63282,1.00922,1.69904,0.000634381,0.000634381,0.000634381
132,1702.07,1.04725,0.83063,1.26068,0.66907,0.67158,0.71125,0.3715,1.66969,1.06103,1.7179,0.000630715,0.000630715,0.000630715
133,1715.04,1.06519,0.84545,1.25552,0.61232,0.71374,0.70925,0.38128,1.64417,1.01843,1.67494,0.000627048,0.000627048,0.000627048
134,1728.28,1.03535,0.86801,1.24433,0.68849,0.6462,0.65244,0.36129,1.67057,1.07468,1.69857,0.000623382,0.000623382,0.000623382
135,1741.52,1.03042,0.84948,1.24635,0.59142,0.66752,0.68568,0.36159,1.71653,1.13785,1.75377,0.000619716,0.000619716,0.000619716
136,1754.24,1.03915,0.83961,1.24921,0.65242,0.69706,0.6829,0.36002,1.68071,1.0295,1.70595,0.000616049,0.000616049,0.000616049
137,1766.82,1.04119,0.87209,1.24149,0.61209,0.72056,0.69631,0.38743,1.65988,1.01574,1.65194,0.000612383,0.000612383,0.000612383
138,1779.24,1.0436,0.864,1.24866,0.74459,0.66323,0.71135,0.38944,1.67686,0.99363,1.70102,0.000608717,0.000608717,0.000608717
139,1791.93,1.05795,0.86397,1.25994,0.63382,0.65223,0.65034,0.35553,1.68399,1.01548,1.71768,0.000605051,0.000605051,0.000605051
140,1804.45,1.008,0.80387,1.22616,0.66667,0.66135,0.7078,0.39741,1.64259,1.00996,1.67756,0.000601384,0.000601384,0.000601384
141,1817.47,1.03535,0.81789,1.23524,0.70611,0.65486,0.69601,0.37439,1.67792,1.04707,1.72678,0.000597718,0.000597718,0.000597718
142,1830.23,1.04584,0.83063,1.24233,0.62337,0.68198,0.68668,0.38578,1.64729,1.0502,1.68354,0.000594052,0.000594052,0.000594052
143,1842.79,1.05428,0.83781,1.23486,0.68982,0.67169,0.72083,0.38647,1.68348,1.0382,1.71496,0.000590385,0.000590385,0.000590385
144,1855.68,1.04461,0.83572,1.2443,0.68699,0.69777,0.74434,0.39223,1.65263,0.96777,1.68508,0.000586719,0.000586719,0.000586719
145,1868.28,1.00205,0.81985,1.21446,0.71984,0.7237,0.72426,0.39159,1.6541,0.98829,1.6981,0.000583053,0.000583053,0.000583053
146,1881.04,0.98372,0.81314,1.20918,0.64505,0.68801,0.69746,0.37128,1.69376,1.05926,1.74663,0.000579386,0.000579386,0.000579386
147,1893.75,0.99201,0.81624,1.2149,0.59836,0.73993,0.70262,0.37736,1.67797,0.97048,1.71193,0.00057572,0.00057572,0.00057572
148,1906.17,1.00743,0.83478,1.22026,0.67526,0.66868,0.69657,0.38221,1.64733,1.00454,1.71283,0.000572054,0.000572054,0.000572054
149,1918.73,1.00261,0.82512,1.21663,0.68506,0.63193,0.67622,0.3761,1.66054,1.04482,1.70263,0.000568388,0.000568388,0.000568388
150,1931.58,0.99474,0.79408,1.20774,0.74805,0.59625,0.71984,0.39438,1.64163,1.03956,1.65596,0.000564721,0.000564721,0.000564721
151,1944.33,1.00354,0.82467,1.22031,0.66844,0.73424,0.71547,0.40031,1.62048,1.08269,1.66912,0.000561055,0.000561055,0.000561055
152,1956.9,0.98227,0.82414,1.19917,0.63479,0.6232,0.6535,0.34977,1.71989,1.15822,1.76671,0.000557389,0.000557389,0.000557389
153,1969.72,0.9825,0.77537,1.20412,0.65761,0.67294,0.70208,0.38127,1.70333,1.1969,1.69268,0.000553722,0.000553722,0.000553722
154,1982.4,0.99328,0.80922,1.21273,0.61988,0.64444,0.65571,0.3574,1.69947,1.10997,1.71889,0.000550056,0.000550056,0.000550056
