epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,408.613,1.32275,1.33334,1.48076,0.58727,0.6775,0.64093,0.36115,1.51917,1.08972,1.69156,0.00103962,0.00103962,0.00103962
53,416.653,1.34603,1.33803,1.51302,0.57128,0.70819,0.66113,0.32622,1.70108,1.04469,1.76505,0.0010355,0.0010355,0.0010355
54,424.623,1.35213,1.35224,1.52089,0.74616,0.5627,0.66014,0.37766,1.55276,1.00284,1.70111,0.00103138,0.00103138,0.00103138
55,432.656,1.33685,1.33969,1.47462,0.50228,0.68855,0.6137,0.35463,1.48342,1.05066,1.59793,0.00102725,0.00102725,0.00102725
56,440.63,1.27765,1.24527,1.43643,0.59521,0.58924,0.64814,0.37251,1.54275,1.12505,1.6839,0.00102312,0.00102312,0.00102312
57,448.613,1.3278,1.25535,1.48547,0.5183,0.5325,0.55266,0.2807,1.6594,1.24233,1.7484,0.001019,0.001019,0.001019
58,456.663,1.34109,1.34625,1.50514,0.69696,0.66229,0.70996,0.4054,1.53869,0.98427,1.67505,0.00101488,0.00101488,0.00101488
59,464.635,1.2967,1.27827,1.47786,0.53636,0.65819,0.61082,0.36453,1.49421,1.07234,1.67126,0.00101075,0.00101075,0.00101075
60,472.549,1.31277,1.27307,1.46936,0.70725,0.60043,0.64659,0.3332,1.62831,1.11823,1.75816,0.00100663,0.00100663,0.00100663
61,480.569,1.27412,1.24173,1.44408,0.63633,0.58041,0.63729,0.35752,1.60761,1.03087,1.7526,0.0010025,0.0010025,0.0010025
62,488.604,1.26982,1.20678,1.44458,0.61887,0.63187,0.6401,0.36374,1.56054,0.98377,1.69738,0.000998375,0.000998375,0.000998375
63,496.619,1.2681,1.2286,1.43907,0.57005,0.71671,0.70404,0.41581,1.55099,0.96882,1.70422,0.00099425,0.00099425,0.00099425
64,504.593,1.27923,1.23004,1.44553,0.43795,0.72486,0.64677,0.36866,1.53766,1.14536,1.68346,0.000990125,0.000990125,0.000990125
65,512.576,1.25832,1.16246,1.43796,0.57448,0.78554,0.70974,0.39634,1.58645,0.93526,1.74077,0.000986,0.000986,0.000986
66,520.588,1.26793,1.22959,1.44525,0.65714,0.65417,0.69437,0.38791,1.60153,0.97195,1.81016,0.000981875,0.000981875,0.000981875
67,528.644,1.26899,1.18487,1.43877,0.58433,0.73184,0.68188,0.38786,1.59598,0.93236,1.74897,0.00097775,0.00097775,0.00097775
68,536.691,1.27499,1.18178,1.45557,0.59999,0.6961,0.66626,0.37392,1.58417,1.0619,1.74281,0.000973625,0.000973625,0.000973625
69,544.638,1.26345,1.23828,1.45521,0.63188,0.59571,0.66752,0.38358,1.53881,1.03374,1.73522,0.0009695,0.0009695,0.0009695
70,552.669,1.25905,1.17807,1.45079,0.61314,0.75406,0.61064,0.31293,1.6945,1.41643,1.82213,0.000965375,0.000965375,0.000965375
71,560.693,1.2599,1.1891,1.44326,0.75491,0.69413,0.73232,0.40672,1.58562,0.93307,1.76304,0.00096125,0.00096125,0.00096125
72,568.646,1.26955,1.12923,1.45054,0.68899,0.64485,0.69852,0.39128,1.61722,0.9116,1.75254,0.000957125,0.000957125,0.000957125
73,576.694,1.26094,1.19093,1.44875,0.69964,0.6163,0.67496,0.4057,1.58992,0.90587,1.76557,0.000953,0.000953,0.000953
74,584.65,1.23132,1.15876,1.42317,0.76495,0.61947,0.71142,0.41638,1.55803,0.92671,1.72816,0.000948875,0.000948875,0.000948875
75,592.546,1.25047,1.12647,1.44186,0.82414,0.6675,0.71084,0.39534,1.59614,0.89358,1.8046,0.00094475,0.00094475,0.00094475
76,600.494,1.26765,1.1523,1.4634,0.79002,0.63907,0.71197,0.40071,1.57459,0.97538,1.71301,0.000940625,0.000940625,0.000940625
77,608.555,1.22894,1.11808,1.42764,0.77266,0.6795,0.68928,0.36256,1.69493,0.98497,1.80873,0.0009365,0.0009365,0.0009365
78,616.541,1.23586,1.12274,1.42366,0.50834,0.79157,0.68069,0.39048,1.55407,0.95429,1.72977,0.000932375,0.000932375,0.000932375
79,624.477,1.23313,1.12891,1.42391,0.48053,0.7107,0.65231,0.38406,1.52943,0.9649,1.66828,0.00092825,0.00092825,0.00092825
80,632.502,1.23938,1.10127,1.43467,0.54233,0.73536,0.66922,0.36226,1.55458,0.9122,1.74118,0.000924125,0.000924125,0.000924125
81,640.502,1.2277,1.08582,1.43322,0.73261,0.60496,0.68167,0.40864,1.565,0.95127,1.76425,0.00092,0.00092,0.00092
82,648.504,1.21889,1.11014,1.41667,0.70053,0.63305,0.68508,0.37315,1.56467,0.93015,1.70598,0.000915875,0.000915875,0.000915875
83,656.525,1.17976,1.07786,1.38595,0.62263,0.72488,0.65889,0.35949,1.58389,0.94352,1.71758,0.00091175,0.00091175,0.00091175
84,664.495,1.21235,1.02468,1.39612,0.56569,0.74374,0.64397,0.34861,1.59395,0.97639,1.71512,0.000907625,0.000907625,0.000907625
85,672.513,1.22708,1.10019,1.41167,0.68297,0.59284,0.64658,0.37426,1.57634,1.03137,1.73203,0.0009035,0.0009035,0.0009035
86,680.502,1.19959,1.05119,1.39572,0.62586,0.6693,0.67323,0.3553,1.61305,1.0115,1.79017,0.000899375,0.000899375,0.000899375
87,688.544,1.1632,1.0477,1.38496,0.6926,0.70169,0.66358,0.37912,1.5656,0.9734,1.74803,0.00089525,0.00089525,0.00089525
88,696.551,1.19331,1.02904,1.40676,0.59983,0.80381,0.70548,0.40089,1.60021,0.92432,1.90974,0.000891125,0.000891125,0.000891125
89,704.565,1.20791,1.02035,1.40755,0.58411,0.73548,0.67983,0.3653,1.61334,0.89484,1.78909,0.000887,0.000887,0.000887
90,712.598,1.16639,1.0441,1.381,0.59485,0.75699,0.63452,0.32558,1.74467,0.9143,1.85936,0.000882875,0.000882875,0.000882875
91,720.557,1.17668,1.02902,1.37887,0.70785,0.72042,0.74336,0.41615,1.62955,0.87458,1.82647,0.00087875,0.00087875,0.00087875
92,728.511,1.15643,0.98313,1.35872,0.81662,0.69593,0.70627,0.38369,1.63676,0.92588,1.86483,0.000874625,0.000874625,0.000874625
93,736.523,1.18062,0.99091,1.38582,0.68862,0.72764,0.68137,0.37175,1.64725,0.87392,1.86355,0.0008705,0.0008705,0.0008705
94,744.504,1.2099,1.01869,1.40082,0.67833,0.68986,0.73365,0.39563,1.69744,0.89716,1.89323,0.000866375,0.000866375,0.000866375
95,752.528,1.17282,1.00042,1.39086,0.6644,0.68477,0.69835,0.38747,1.59693,0.89715,1.78146,0.00086225,0.00086225,0.00086225
96,760.557,1.15632,1.00431,1.36603,0.6235,0.72764,0.69181,0.39699,1.57548,0.88647,1.76809,0.000858125,0.000858125,0.000858125
97,768.626,1.1539,0.96321,1.37378,0.5709,0.73173,0.67458,0.32815,1.73782,0.96069,1.87137,0.000854,0.000854,0.000854
98,776.634,1.19801,1.00255,1.39397,0.74694,0.6813,0.66999,0.35533,1.66024,0.90025,1.77452,0.000849875,0.000849875,0.000849875
99,784.627,1.15971,0.9857,1.36222,0.68894,0.6193,0.68782,0.39473,1.61545,0.85074,1.83233,0.00084575,0.00084575,0.00084575
100,792.691,1.1396,0.95908,1.35126,0.57638,0.80516,0.6894,0.39371,1.57942,0.91237,1.76864,0.000841625,0.000841625,0.000841625
101,800.671,1.13213,1.00649,1.35498,0.69616,0.59723,0.68797,0.37163,1.65676,0.8827,1.87272,0.0008375,0.0008375,0.0008375
102,808.637,1.11811,0.95485,1.34734,0.67511,0.70551,0.69945,0.39295,1.62417,0.87494,1.79658,0.000833375,0.000833375,0.000833375
103,816.672,1.11781,0.94568,1.33112,0.60177,0.72537,0.67231,0.37403,1.62882,0.96995,1.82374,0.00082925,0.00082925,0.00082925
104,824.717,1.12444,0.94069,1.33638,0.55832,0.66507,0.66959,0.37041,1.63705,0.93416,1.83905,0.000825125,0.000825125,0.000825125
105,832.741,1.13355,0.9636,1.34994,0.79962,0.69153,0.69791,0.39599,1.59318,0.815,1.76673,0.000821,0.000821,0.000821
106,840.752,1.14867,0.95511,1.35729,0.70571,0.73247,0.72422,0.38101,1.65488,0.86282,1.78505,0.000816875,0.000816875,0.000816875
107,848.762,1.12201,0.90753,1.3374,0.68176,0.66612,0.68727,0.38139,1.59547,0.8626,1.79919,0.00081275,0.00081275,0.00081275
108,856.764,1.13937,0.931,1.35232,0.76915,0.60481,0.66782,0.37762,1.62611,0.91897,1.8955,0.000808625,0.000808625,0.000808625
109,864.827,1.14713,0.94266,1.36215,0.74866,0.65135,0.73536,0.4278,1.58486,0.82702,1.76745,0.0008045,0.0008045,0.0008045
110,872.807,1.1459,0.93718,1.35816,0.71329,0.62015,0.68816,0.39298,1.55872,0.90373,1.7331,0.000800375,0.000800375,0.000800375
111,880.875,1.09846,0.91176,1.32792,0.57252,0.79722,0.70543,0.3683,1.69476,0.97198,1.8999,0.00079625,0.00079625,0.00079625
112,888.931,1.11572,0.93702,1.33977,0.77434,0.6921,0.70571,0.38032,1.64733,0.87996,1.88641,0.000792125,0.000792125,0.000792125
113,896.921,1.11458,0.9507,1.34137,0.66182,0.61825,0.65932,0.35568,1.64854,0.94057,1.81534,0.000788,0.000788,0.000788
114,904.939,1.11686,0.96245,1.33435,0.75486,0.61539,0.70139,0.37407,1.64371,0.84948,1.78436,0.000783875,0.000783875,0.000783875
115,913.013,1.0964,0.88878,1.32336,0.7444,0.68479,0.69257,0.38054,1.66697,0.89613,1.85029,0.00077975,0.00077975,0.00077975
116,921.003,1.09372,0.89772,1.31639,0.59894,0.76973,0.70448,0.37488,1.75491,0.86155,1.85922,0.000775625,0.000775625,0.000775625
117,929.045,1.07618,0.89141,1.31036,0.72563,0.71364,0.70771,0.37883,1.67484,0.87758,1.839,0.0007715,0.0007715,0.0007715
118,937.024,1.08576,0.90999,1.31525,0.75132,0.73279,0.72194,0.40245,1.65775,0.84024,1.7935,0.000767375,0.000767375,0.000767375
119,945.002,1.0626,0.87714,1.29939,0.61977,0.80819,0.73064,0.39823,1.61146,0.79769,1.83097,0.00076325,0.00076325,0.00076325
120,952.961,1.06721,0.91987,1.30672,0.72967,0.72486,0.73877,0.40733,1.61672,0.83281,1.79605,0.000759125,0.000759125,0.000759125
121,961.004,1.05238,0.88824,1.30134,0.69775,0.69708,0.74558,0.40008,1.66706,0.82458,1.84055,0.000755,0.000755,0.000755
122,969.047,1.07175,0.90304,1.31409,0.67611,0.71909,0.70001,0.38349,1.64578,0.8404,1.90078,0.000750875,0.000750875,0.000750875
123,977.156,1.10428,0.92399,1.32192,0.59799,0.71001,0.6864,0.36267,1.64064,0.88539,1.83622,0.00074675,0.00074675,0.00074675
124,985.096,1.06846,0.87414,1.30809,0.6468,0.74735,0.72787,0.41704,1.56208,0.81082,1.75102,0.000742625,0.000742625,0.000742625
125,992.927,1.08235,0.89094,1.31573,0.77521,0.68105,0.77673,0.4434,1.62147,0.7775,1.84415,0.0007385,0.0007385,0.0007385
126,1000.77,1.04926,0.88944,1.28842,0.76527,0.64562,0.71945,0.39848,1.59459,0.92274,1.80198,0.000734375,0.000734375,0.000734375
127,1008.58,1.04139,0.86421,1.28898,0.63579,0.84019,0.74746,0.4282,1.60894,0.84995,1.77873,0.00073025,0.00073025,0.00073025
128,1016.48,1.03084,0.84226,1.27679,0.77047,0.64687,0.72788,0.39376,1.6328,0.84124,1.8386,0.000726125,0.000726125,0.000726125
129,1024.74,1.0615,0.87951,1.29468,0.6311,0.71744,0.71082,0.36733,1.78242,0.85939,1.94674,0.000722,0.000722,0.000722
130,1033.42,1.0606,0.87272,1.30455,0.80363,0.58656,0.70223,0.39862,1.67089,0.91603,1.88006,0.000717875,0.000717875,0.000717875
131,1042.32,1.05965,0.85428,1.29785,0.79311,0.63388,0.70223,0.3815,1.63569,0.88323,1.8305,0.00071375,0.00071375,0.00071375
132,1051.38,1.04257,0.85291,1.2936,0.78416,0.61961,0.72262,0.41062,1.64074,0.83222,1.86048,0.000709625,0.000709625,0.000709625
133,1060.66,1.03271,0.8501,1.27979,0.78119,0.62486,0.7101,0.38772,1.64489,0.88884,1.84954,0.0007055,0.0007055,0.0007055
134,1070.58,1.03095,0.84891,1.28532,0.58041,0.81739,0.71084,0.37971,1.67138,0.85903,1.86732,0.000701375,0.000701375,0.000701375
135,1078.96,1.0574,0.84955,1.28943,0.6177,0.80393,0.70453,0.40481,1.66755,0.87081,1.97412,0.00069725,0.00069725,0.00069725
136,1087.17,1.01786,0.84716,1.28088,0.65518,0.68305,0.71071,0.39085,1.65886,0.80254,1.951,0.000693125,0.000693125,0.000693125
137,1096.16,1.0073,0.83173,1.27179,0.67157,0.72764,0.7196,0.40655,1.68906,0.83482,1.93387,0.000689,0.000689,0.000689
138,1104.87,1.03004,0.8403,1.27478,0.67286,0.69378,0.7198,0.39322,1.60484,0.85279,1.82716,0.000684875,0.000684875,0.000684875
139,1113.71,1.01726,0.8257,1.25942,0.80436,0.70779,0.73901,0.40139,1.61362,0.8862,1.85195,0.00068075,0.00068075,0.00068075
140,1123.24,1.0241,0.80996,1.26045,0.67321,0.72421,0.75724,0.42022,1.67027,0.80446,1.86902,0.000676625,0.000676625,0.000676625
141,1144.34,0.98832,0.80393,1.25215,0.70231,0.7439,0.7058,0.39495,1.67478,0.87927,1.93118,0.0006725,0.0006725,0.0006725
142,1168.04,1.02648,0.81606,1.271,0.6652,0.70393,0.70474,0.40157,1.6519,0.83925,1.8607,0.000668375,0.000668375,0.000668375
143,1191.67,0.99537,0.8242,1.26777,0.641,0.63178,0.67435,0.37818,1.63401,0.89749,1.84481,0.00066425,0.00066425,0.00066425
144,1214.96,0.98853,0.80567,1.23965,0.60233,0.69708,0.67047,0.36369,1.64032,0.89506,1.88738,0.000660125,0.000660125,0.000660125
145,1238.23,1.02061,0.83084,1.27283,0.7164,0.63539,0.65548,0.37113,1.61485,0.89678,1.85225,0.000656,0.000656,0.000656
146,1260.63,1.01085,0.82149,1.26709,0.60137,0.71229,0.71014,0.40208,1.65577,0.89923,1.83574,0.000651875,0.000651875,0.000651875
147,1281.91,1.002,0.82887,1.26273,0.70505,0.66426,0.70662,0.39737,1.68348,0.85532,1.86078,0.00064775,0.00064775,0.00064775
148,1301.87,0.96773,0.78794,1.23582,0.6344,0.63243,0.68159,0.35906,1.76046,0.88304,1.94175,0.000643625,0.000643625,0.000643625
149,1320.78,0.99749,0.83452,1.2537,0.67528,0.70673,0.68942,0.37175,1.69412,0.8687,1.88351,0.0006395,0.0006395,0.0006395
150,1341.16,0.99589,0.83405,1.24491,0.66368,0.69007,0.65805,0.35892,1.70678,0.94522,1.88951,0.000635375,0.000635375,0.000635375
151,1361.51,0.98698,0.80565,1.24294,0.63441,0.64684,0.64164,0.35618,1.62445,0.91386,1.82343,0.00063125,0.00063125,0.00063125
152,1382.46,0.98228,0.81797,1.23958,0.64594,0.5754,0.64021,0.34822,1.73817,0.95382,1.96963,0.000627125,0.000627125,0.000627125
153,1405.79,0.96818,0.78229,1.24598,0.69155,0.69378,0.71072,0.39191,1.67006,0.83644,1.87872,0.000623,0.000623,0.000623
154,1428.76,0.96734,0.79337,1.23869,0.79615,0.62472,0.71597,0.40304,1.64365,0.86446,1.88573,0.000618875,0.000618875,0.000618875
155,1451.84,0.94834,0.75573,1.22281,0.80097,0.66501,0.7154,0.39618,1.64156,0.86008,1.82393,0.00061475,0.00061475,0.00061475
156,1474.67,0.97445,0.83596,1.24302,0.7485,0.61083,0.72113,0.4088,1.64527,0.87048,1.83812,0.000610625,0.000610625,0.000610625
157,1495.93,0.99503,0.802,1.24435,0.67981,0.65535,0.69409,0.37772,1.72173,0.8966,1.95212,0.0006065,0.0006065,0.0006065
158,1519.15,0.97116,0.7871,1.24741,0.74133,0.66507,0.71038,0.40419,1.62907,0.84092,1.90887,0.000602375,0.000602375,0.000602375
159,1542.27,0.9449,0.76857,1.22518,0.67346,0.68393,0.70274,0.37996,1.67186,0.8617,1.9145,0.00059825,0.00059825,0.00059825
160,1564.88,0.96957,0.77459,1.23327,0.83347,0.71761,0.73258,0.38241,1.66003,0.8281,1.88944,0.000594125,0.000594125,0.000594125
161,1584.05,0.96689,0.77415,1.2307,0.85394,0.62001,0.76307,0.43571,1.67528,0.81671,1.84935,0.00059,0.00059,0.00059
162,1602.5,0.98032,0.7875,1.24112,0.75758,0.68686,0.75731,0.42411,1.67552,0.80001,1.96676,0.000585875,0.000585875,0.000585875
163,1620.72,0.93501,0.74823,1.20735,0.62814,0.69713,0.73315,0.42488,1.65355,0.86751,1.98188,0.00058175,0.00058175,0.00058175
164,1639.78,0.92896,0.75844,1.21897,0.70702,0.68853,0.70594,0.40626,1.59839,0.8183,1.86514,0.000577625,0.000577625,0.000577625
165,1656.95,0.94783,0.78155,1.22801,0.60803,0.77789,0.71515,0.39825,1.65875,0.84023,1.89615,0.0005735,0.0005735,0.0005735
166,1675.32,0.95087,0.77108,1.22381,0.69078,0.75541,0.75421,0.434,1.6155,0.81258,1.87469,0.000569375,0.000569375,0.000569375
167,1693.34,0.9467,0.74929,1.21577,0.65445,0.73018,0.72738,0.42505,1.56881,0.81502,1.83257,0.00056525,0.00056525,0.00056525
168,1713.04,0.95717,0.74772,1.22444,0.79725,0.65099,0.72954,0.41056,1.5832,0.83094,1.79545,0.000561125,0.000561125,0.000561125
169,1732.08,0.92593,0.7582,1.20968,0.66245,0.68128,0.70317,0.39326,1.6614,0.79524,1.84245,0.000557,0.000557,0.000557
170,1749.24,0.96437,0.78998,1.22798,0.67651,0.7223,0.69391,0.38625,1.68207,0.83118,1.80949,0.000552875,0.000552875,0.000552875
171,1768.01,0.95889,0.77507,1.22228,0.74885,0.6693,0.70364,0.37837,1.73132,0.83947,1.93236,0.00054875,0.00054875,0.00054875
172,1786.77,0.91416,0.73824,1.19079,0.76475,0.7443,0.75192,0.39382,1.73657,0.81243,1.97826,0.000544625,0.000544625,0.000544625
173,1805.63,0.91935,0.7436,1.20155,0.58118,0.73465,0.7021,0.39493,1.63048,0.84049,1.87196,0.0005405,0.0005405,0.0005405
174,1824.54,0.89506,0.71496,1.18536,0.77487,0.65264,0.75437,0.42909,1.66877,0.81252,1.93589,0.000536375,0.000536375,0.000536375
175,1841.13,0.91731,0.71769,1.19771,0.81675,0.64228,0.75905,0.43066,1.66829,0.79412,1.92398,0.00053225,0.00053225,0.00053225
176,1856.24,0.91067,0.73289,1.20259,0.6832,0.68597,0.69174,0.37221,1.73811,0.86589,1.97571,0.000528125,0.000528125,0.000528125
177,1873.24,0.93953,0.76645,1.21953,0.67486,0.69249,0.72762,0.40227,1.68828,0.85782,1.91665,0.000524,0.000524,0.000524
178,1890.74,0.90692,0.73319,1.19622,0.70062,0.69507,0.71556,0.38858,1.69901,0.83829,1.89672,0.000519875,0.000519875,0.000519875
179,1909.07,0.92821,0.7418,1.20532,0.79259,0.68187,0.73259,0.39308,1.71839,0.83135,1.95583,0.00051575,0.00051575,0.00051575
180,1926.23,0.9151,0.72958,1.19314,0.7111,0.72904,0.72277,0.38282,1.69649,0.80532,1.87607,0.000511625,0.000511625,0.000511625
181,1943.21,0.9171,0.75476,1.20415,0.66958,0.6346,0.69825,0.38367,1.70347,0.82357,1.93495,0.0005075,0.0005075,0.0005075
182,1958.1,0.89852,0.71155,1.18405,0.75083,0.68728,0.73036,0.39788,1.72035,0.81387,1.94199,0.000503375,0.000503375,0.000503375
183,1975.5,0.90379,0.70715,1.18528,0.71504,0.70531,0.7368,0.41816,1.64747,0.78551,1.87443,0.00049925,0.00049925,0.00049925
184,1993.27,0.8988,0.72505,1.19267,0.65658,0.77472,0.7571,0.42999,1.63087,0.79205,1.88972,0.000495125,0.000495125,0.000495125
185,2010.27,0.89819,0.70591,1.17012,0.80825,0.64007,0.75972,0.42531,1.65414,0.81048,1.91183,0.000491,0.000491,0.000491
186,2027.64,0.90405,0.7279,1.19363,0.66792,0.75341,0.74847,0.41185,1.69813,0.82782,1.93291,0.000486875,0.000486875,0.000486875
